d50(中位径_um),sigma(几何标准差),Phi_1(固含量),Phi_m_1(最大堆积),Emix_1(混合功_J),Temp_1(温度_C),Tau0_1(屈服应力_Pa),Phi_83(固含量),Phi_m_83(最大堆积),Emix_83(混合功_J),Temp_83(温度_C),Tau0_83(屈服应力_Pa),Phi_2(固含量),Phi_m_2(最大堆积),Emix_2(混合功_J),Temp_2(温度_C),Tau0_2(屈服应力_Pa)
10.1864,1.4038,0.481,0.5744,1314551.1783,27.7177,20.6951,0.481,0.582,5999670.9316,29.0246,20.5157,0.4747,0.5855,8262934.8089,29.9235,17.0587
7.2617,1.5169,0.4762,0.5815,1529239.2435,25.7431,15.9609,0.4762,0.5877,5537849.5934,29.8856,19.5725,0.4694,0.5918,8244726.4301,29.3974,13.9684
7.8542,1.4197,0.4535,0.5754,1354023.1831,26.1636,11.0542,0.4535,0.5813,4981028.8232,31.2454,14.324,0.4492,0.5856,7749690.6161,29.5087,10.5823
11.394,1.4402,0.4827,0.5766,1324494.1476,26.9394,13.8024,0.4827,0.5822,4806137.05,31.0367,16.5627,0.4759,0.5858,7148064.6652,28.3785,10.8826
8.4759,1.5313,0.4825,0.5821,1397107.0882,27.8241,15.775,0.4825,0.5884,5470152.7841,30.6456,17.38,0.4782,0.5912,7349344.5243,29.1639,13.1735
11.6377,1.4647,0.4826,0.5781,1379023.5508,27.7414,12.226,0.4826,0.5844,5346065.8254,28.4607,11.8821,0.4782,0.5888,8226282.579,29.426,10.3393
8.159,1.4696,0.4691,0.5783,1335139.3532,26.1948,13.4306,0.4691,0.5843,5069510.5369,29.0868,15.2738,0.4622,0.5875,7152577.5126,29.2522,11.5216
10.7092,1.4455,0.4793,0.5771,1428365.2674,25.1747,11.9016,0.4793,0.5835,5468692.4758,29.8537,15.1171,0.4767,0.5877,8162385.1915,29.9115,13.2863
9.4718,1.5068,0.4788,0.5807,1441721.1683,25.3984,10.7501,0.4788,0.5863,5007520.7164,28.4596,12.4908,0.4732,0.5898,7323306.3221,29.4529,10.3363
7.6083,1.5022,0.4775,0.5803,1360948.0205,27.9054,19.4573,0.4775,0.5863,5185888.1279,29.2477,19.7838,0.4735,0.5893,7178917.1537,29.879,17.1367
7.5079,1.4028,0.4606,0.5745,1417980.0604,25.9078,17.0716,0.4606,0.5817,5817423.3597,30.8175,21.6818,0.4534,0.5851,7997210.0734,29.7364,15.3284
7.4735,1.5694,0.4807,0.5845,1495782.0084,25.1686,12.2234,0.4807,0.5904,5361787.1739,28.3598,14.3353,0.4758,0.5944,8066628.3375,27.0883,10.3002
7.6056,1.4999,0.4789,0.5801,1338348.7878,26.6731,19.1959,0.4789,0.5864,5300172.8501,31.5745,24.0831,0.4701,0.5905,8033714.9282,28.7584,14.1313
9.3737,1.4904,0.483,0.5797,1387709.8775,25.344,13.9832,0.483,0.5858,5258391.065,28.3544,16.0694,0.4758,0.5895,7746003.5113,28.1908,11.8118
9.485,1.4163,0.468,0.5754,1439765.6857,25.0469,11.9699,0.468,0.5827,6022719.8206,31.6417,16.8712,0.4612,0.586,8126025.6789,29.534,11.4918
9.5402,1.4436,0.488,0.5769,1397648.1986,25.9556,21.4456,0.488,0.583,5213157.6624,30.2295,26.1655,0.4796,0.5864,7388158.2254,27.7032,16.4627
11.1752,1.4001,0.4741,0.5742,1336200.8358,26.7989,13.1699,0.4741,0.5804,5139606.3967,31.0778,15.9436,0.4644,0.5836,7151518.5479,29.8396,10.4792
7.0498,1.4566,0.4591,0.5775,1294538.4438,26.7358,13.9249,0.4591,0.5838,5264175.158,31.4821,17.4351,0.4524,0.5874,7587447.1797,28.6602,10.9461
7.2687,1.4579,0.4803,0.578,1541380.2899,27.692,29.8437,0.4803,0.5837,5152977.2433,29.355,30.9635,0.4777,0.5874,7509234.3603,28.2567,25.4987
7.4725,1.4657,0.4617,0.5782,1407291.5802,25.0448,11.3579,0.4617,0.5843,5205390.1693,30.2487,15.1212,0.4577,0.5879,7593170.0906,28.5179,11.2607
8.6665,1.4341,0.4806,0.5762,1303105.6198,26.7386,22.7042,0.4806,0.5824,5194077.3831,29.5683,25.2709,0.4752,0.5867,7908662.1445,29.3002,19.8169
8.5274,1.5046,0.4862,0.5807,1516395.5422,27.1874,19.971,0.4862,0.5866,5302925.0183,28.2206,19.9129,0.4762,0.5901,7608978.7429,28.4609,13.5727
9.2406,1.4121,0.4806,0.5751,1459131.4695,26.6464,22.1134,0.4806,0.5809,4983412.5578,31.6036,27.8848,0.4773,0.5852,7746128.5826,29.211,20.9166
9.9559,1.4118,0.4803,0.5753,1535692.602,25.5566,17.4049,0.4803,0.5816,5474651.1043,31.2977,23.2271,0.476,0.5858,8167751.1404,29.3891,17.3535
10.2387,1.4635,0.4848,0.5781,1396407.9548,27.7576,17.1779,0.4848,0.584,5141092.5951,30.6935,19.0584,0.4752,0.5874,7316487.5555,27.9217,11.2361
8.1511,1.4162,0.4626,0.5756,1557720.232,27.0824,15.5549,0.4626,0.5822,5665510.8878,31.0771,18.5068,0.4585,0.5857,7956749.006,29.0637,13.7948
8.2963,1.4278,0.4694,0.5761,1463964.4917,27.8474,18.8112,0.4694,0.5823,5306214.9174,31.164,21.3946,0.466,0.5855,7387092.7855,27.741,15.0213
7.2657,1.422,0.4716,0.5757,1415906.6736,26.5545,25.054,0.4716,0.5812,4875044.9921,31.9646,32.6132,0.4624,0.5849,7232928.5997,27.8623,18.0375
7.1056,1.4346,0.4531,0.5764,1415606.8742,27.6065,13.2686,0.4531,0.5822,5030953.2733,30.9705,15.3392,0.4499,0.5855,7106879.4218,28.1377,11.1246
7.3385,1.4973,0.4743,0.5802,1454272.1056,27.4435,18.5607,0.4743,0.5861,5205567.6854,29.9628,20.3414,0.4697,0.5904,8066687.1146,27.9639,14.4554
8.3054,1.4462,0.475,0.5772,1488407.9699,27.3377,19.8851,0.475,0.5834,5368364.1161,30.3099,22.2649,0.4679,0.5872,7817442.7696,27.2838,13.8694
12.3835,1.4099,0.4865,0.575,1448484.6646,27.3324,15.7708,0.4865,0.5819,5689924.6692,31.198,18.2351,0.477,0.5859,8252466.9033,28.1679,10.8414
9.5906,1.4517,0.477,0.5775,1456384.9971,26.348,14.4471,0.477,0.5831,4972409.9873,28.5126,15.6693,0.4731,0.5872,7640055.1736,29.0145,13.5264
7.1169,1.5966,0.4816,0.586,1394987.1766,27.7283,13.9321,0.4816,0.5926,5808621.5936,31.0649,15.788,0.479,0.5956,7850996.9782,28.0191,11.4257
8.85,1.4165,0.4613,0.5755,1507307.2113,26.2879,11.9066,0.4613,0.5811,4995859.8541,29.6401,13.9681,0.4529,0.5851,7532776.2093,29.9537,10.0983
7.233,1.4301,0.4805,0.576,1354927.2635,27.5791,34.9901,0.4805,0.5818,4905262.9797,31.5001,41.1906,0.4731,0.5854,7243772.6903,28.1069,25.4593
8.3276,1.4941,0.4847,0.5798,1350817.7229,26.6807,20.3477,0.4847,0.5863,5494735.876,31.6907,25.4898,0.4758,0.5901,7987243.9646,27.7311,14.2022
8.2821,1.5443,0.4855,0.5829,1395579.324,27.2446,16.4606,0.4855,0.5891,5426949.9952,30.5024,18.6938,0.479,0.5925,7736616.7638,27.6746,11.8403
7.6423,1.4754,0.4738,0.5788,1419041.3181,25.5115,16.6747,0.4738,0.5843,4857715.5346,30.4443,21.6587,0.468,0.5876,7030455.0145,29.2311,15.7826
9.4508,1.4859,0.4849,0.5795,1482311.7054,26.111,15.9695,0.4849,0.5853,5143084.2418,28.9539,18.0167,0.4784,0.5889,7473464.1008,29.5636,14.3218
12.3339,1.4332,0.4827,0.5763,1426256.19,25.0991,10.6469,0.4827,0.5831,5660385.7745,29.317,13.0968,0.4792,0.5865,7826421.8761,29.6229,11.4517
7.0436,1.4037,0.4733,0.5745,1343793.723,25.1076,27.9442,0.4733,0.5812,5499676.0995,30.9012,37.7949,0.4694,0.5849,7873175.7102,29.2148,29.0934
7.536,1.4918,0.4646,0.5796,1315703.7047,25.6004,10.9918,0.4646,0.5865,5667366.1875,30.0579,13.7442,0.4605,0.59,8022109.4452,28.7454,10.4137
8.6033,1.4094,0.4739,0.5748,1371103.7482,26.2793,20.2785,0.4739,0.5809,5135385.9131,31.9605,26.7225,0.465,0.5845,7403782.2474,29.7595,16.9481
7.782,1.4574,0.4667,0.5776,1293017.5176,25.1147,13.4525,0.4667,0.5842,5474350.6162,29.1738,16.5834,0.4593,0.588,7935461.567,27.6817,11.0124
12.3922,1.4446,0.4889,0.577,1398533.1305,27.8624,14.9111,0.4889,0.5835,5460304.286,30.3294,15.9385,0.4788,0.5866,7465158.6678,28.7264,10.0661
12.0275,1.4549,0.4869,0.5775,1339763.6008,27.8407,14.0483,0.4869,0.5834,5051175.4969,29.059,14.089,0.4797,0.5877,7843426.6835,29.1765,10.644
9.2543,1.5284,0.4814,0.5819,1380016.8165,26.0303,11.3988,0.4814,0.5879,5226518.4846,30.3234,14.0307,0.4773,0.5908,7186917.7925,28.118,10.2147
7.1262,1.4452,0.4576,0.5771,1431208.745,25.7575,12.8828,0.4576,0.583,5167066.0745,30.7471,16.7136,0.4509,0.5863,7285872.1146,28.5178,10.9254
7.7685,1.4864,0.4838,0.5796,1507393.4748,27.6053,25.1119,0.4838,0.5856,5309310.9724,29.6006,26.4853,0.4786,0.5892,7669869.3431,29.7465,21.4573
7.054,1.4208,0.464,0.5755,1344103.1419,25.1546,18.5415,0.464,0.5819,5344106.2546,30.4656,24.607,0.4582,0.5857,7744936.121,27.2456,15.8593
7.0428,1.5144,0.4678,0.5811,1411636.1274,27.6171,14.1005,0.4678,0.5873,5381569.4893,30.6038,15.8442,0.4599,0.5911,7925592.7685,29.7255,10.4348
7.9667,1.4214,0.4737,0.5755,1359220.1071,27.534,23.9922,0.4737,0.5819,5283003.6769,28.6311,23.9736,0.4697,0.586,7932293.9693,28.1239,19.4584
7.2518,1.4316,0.4815,0.5763,1479512.0854,27.0468,34.3964,0.4815,0.5823,5158590.7379,31.512,41.8869,0.4729,0.5866,7982036.8488,28.0231,24.5875
9.5989,1.442,0.4745,0.5769,1471737.4515,26.2113,13.836,0.4745,0.5832,5359902.6001,30.807,17.2303,0.4706,0.5868,7740419.6324,29.9866,13.8433
9.4972,1.4399,0.4756,0.5767,1417065.7555,26.8674,15.5509,0.4756,0.5844,6216793.2217,31.7513,19.1182,0.4729,0.5884,8859194.9949,27.3524,12.9208
7.1888,1.4776,0.4732,0.579,1437697.2192,27.044,20.3902,0.4732,0.5848,5084368.3179,30.3134,23.4488,0.4643,0.5886,7603456.0705,28.1391,14.2087
9.8402,1.4357,0.4787,0.5764,1344598.7713,27.4348,17.1685,0.4787,0.5825,5157356.0786,31.6909,20.5412,0.4713,0.5858,7266621.2458,28.0595,12.5471
9.9539,1.4219,0.4713,0.5755,1331070.9666,25.1297,11.8886,0.4713,0.5823,5520368.9337,30.2697,15.5277,0.4655,0.586,7898198.9962,27.2734,10.1993
7.3984,1.5235,0.4777,0.5814,1232242.7771,25.4882,15.3878,0.4777,0.5874,5076145.462,30.3401,19.7798,0.4683,0.5908,7364093.6911,27.4612,11.0431
7.8989,1.4067,0.4612,0.5746,1299186.1613,26.5692,16.1996,0.4612,0.5809,5205330.3588,31.5927,20.5924,0.455,0.5846,7581869.1055,29.4119,14.1166
8.533,1.4418,0.4795,0.5768,1374299.3585,27.1621,22.291,0.4795,0.5831,5320912.0903,31.7569,27.1925,0.4744,0.5869,7784694.0082,28.7418,18.5306
7.3148,1.5554,0.4886,0.5837,1500306.3853,25.0742,18.927,0.4886,0.5909,6197717.8664,31.2655,25.9457,0.4799,0.5943,8531959.7451,28.8145,15.5689
7.8662,1.4092,0.4628,0.575,1459050.1397,27.1655,17.6889,0.4628,0.5821,5902824.2039,29.8126,19.3848,0.4546,0.5854,7991795.752,27.4774,12.1585
7.9409,1.5292,0.4832,0.5821,1498033.7152,25.3826,15.7011,0.4832,0.5886,5702884.4449,30.413,20.2597,0.4732,0.5922,8088101.3094,29.0281,12.2564
8.5206,1.412,0.4614,0.5751,1420023.546,25.9961,12.9779,0.4614,0.5824,5950380.4275,31.5662,17.0114,0.456,0.5866,8657850.3804,27.5433,10.6443
7.9424,1.4576,0.4765,0.5776,1322119.6687,25.6666,19.1005,0.4765,0.5847,5760330.8075,31.7631,25.8088,0.4668,0.5883,8122379.0533,27.7396,14.0019
9.1482,1.5374,0.4818,0.5824,1365247.1557,27.823,12.6993,0.4818,0.5888,5500850.4076,30.5383,13.9054,0.4769,0.5919,7603461.2042,29.7004,10.6264
8.8197,1.4186,0.476,0.5756,1528176.4579,27.2503,21.0365,0.476,0.5819,5393917.9934,30.8461,24.3601,0.4721,0.5855,7697557.4351,29.9338,19.5416
7.7942,1.4948,0.4765,0.58,1444038.655,26.0313,16.3932,0.4765,0.5859,5173313.5156,28.9678,18.6939,0.4714,0.5895,7559505.1526,29.1446,15.064
8.4199,1.4515,0.4708,0.5774,1424291.7632,25.7808,14.4828,0.4708,0.5844,5817831.5016,28.2451,15.9216,0.4627,0.5879,8066513.5143,28.68,11.805
9.1391,1.4241,0.4636,0.5756,1311740.8048,27.4708,12.6336,0.4636,0.5818,5125656.3264,31.785,15.264,0.4595,0.5856,7552139.465,28.453,10.5158
12.1791,1.4093,0.4749,0.5747,1286563.187,27.7991,11.6249,0.4749,0.5807,4972422.2133,30.1908,12.5513,0.47,0.5839,7037375.9555,29.8823,10.1599
11.3473,1.4024,0.4856,0.5746,1458885.8903,25.2361,16.2519,0.4856,0.5813,5602100.822,31.4989,22.2817,0.4776,0.5851,8003754.5232,27.0552,12.722
7.5709,1.5809,0.479,0.5849,1333594.735,27.7045,12.2915,0.479,0.5906,5056902.5416,30.115,13.3876,0.4762,0.5939,7318508.6382,28.6929,10.5444
9.2087,1.4074,0.4767,0.5745,1243465.0877,26.5715,20.0642,0.4767,0.5806,4966380.7279,31.4277,25.1519,0.4736,0.5847,7570057.8455,29.3113,19.3006
7.3359,1.5696,0.4809,0.5843,1332591.726,26.4403,14.0661,0.4809,0.5896,4834937.8559,31.874,18.4166,0.4713,0.5935,7423690.8885,29.1435,10.1367
7.2574,1.54,0.4732,0.5826,1369866.6257,27.7312,13.9901,0.4732,0.5893,5724641.6643,29.4131,14.4708,0.4663,0.593,8191225.1975,29.6889,10.6185
8.809,1.4273,0.4719,0.5757,1252742.951,26.8087,17.0751,0.4719,0.5825,5466383.0595,29.3815,18.6901,0.4649,0.5869,8304740.5974,29.3062,13.9801
11.9603,1.4061,0.4792,0.5747,1378262.9235,25.8173,12.2582,0.4792,0.5814,5510710.5847,30.1554,15.0113,0.4739,0.5857,8275283.027,27.2816,10.1043
8.958,1.4344,0.4647,0.5763,1371900.6303,27.6531,12.9902,0.4647,0.5828,5431428.6549,31.932,15.5645,0.4593,0.5862,7626112.8919,28.3932,10.141
7.1598,1.4141,0.4649,0.5751,1347039.8096,26.8538,21.8521,0.4649,0.5814,5250819.3872,30.1601,25.1527,0.4584,0.5852,7695625.2415,29.483,18.579
10.6939,1.4029,0.4713,0.5744,1316377.8366,26.983,13.0728,0.4713,0.5807,5213179.3463,28.8274,13.7338,0.4647,0.5842,7415808.7078,28.8202,10.6783
7.5305,1.4384,0.4833,0.5767,1484090.36,27.7699,34.2603,0.4833,0.5836,5775089.1125,28.874,33.8251,0.4757,0.5878,8484725.6901,27.8707,23.6787
9.5577,1.4571,0.4806,0.5776,1316724.9295,27.5724,17.4845,0.4806,0.5836,5079690.7708,31.3471,20.3777,0.4717,0.5872,7393572.384,28.3536,12.1367
10.5665,1.4391,0.4844,0.5766,1397077.3611,25.9952,15.96,0.4844,0.5831,5458366.9023,28.499,17.478,0.4753,0.5868,7784393.9912,27.3514,11.5501
11.131,1.4508,0.4792,0.5773,1371017.386,26.6819,11.9296,0.4792,0.5832,5054002.5634,29.0756,13.0216,0.4748,0.587,7508872.0008,29.8671,11.2676
7.2817,1.5841,0.4817,0.5854,1486324.9093,26.1596,13.0809,0.4817,0.5909,5147219.4877,29.2363,15.0683,0.4792,0.5941,7328781.4333,28.2932,12.3496
8.0894,1.4137,0.4864,0.5752,1417692.546,27.336,36.214,0.4864,0.5815,5349761.9342,31.0998,41.9048,0.4786,0.5849,7489490.6248,27.0084,24.6133
10.6798,1.4134,0.4807,0.5751,1363906.04,27.1282,17.0775,0.4807,0.5818,5525708.5323,28.1984,16.9104,0.4724,0.5855,7910873.8022,27.1735,11.6298
7.216,1.4616,0.4712,0.578,1421017.1039,25.1577,17.9664,0.4712,0.5842,5335098.8138,29.1627,22.1126,0.4636,0.5877,7565488.1628,28.915,15.9746
7.3634,1.4147,0.4716,0.575,1259009.6057,27.8077,27.7016,0.4716,0.5814,5256205.4742,28.8311,27.5046,0.4639,0.5854,7795228.1951,27.5175,18.742
7.7763,1.4076,0.4658,0.5747,1338724.9327,27.3937,20.5874,0.4658,0.5801,4673364.0156,30.2171,23.1109,0.4631,0.5833,6664917.3345,27.5555,17.3451
7.3539,1.4894,0.4838,0.5796,1411938.2592,27.0568,26.6055,0.4838,0.5857,5247908.6647,28.9817,28.0478,0.4756,0.5892,7576626.7925,29.0596,20.2981
7.315,1.4825,0.4757,0.5792,1396792.1963,26.1508,19.6858,0.4757,0.5853,5282494.53,28.4185,21.4455,0.4697,0.5889,7594245.0036,29.2498,17.4637
7.5569,1.5897,0.4871,0.5856,1435470.7075,27.8777,16.4933,0.4871,0.5916,5424479.646,28.5511,16.0557,0.4771,0.5948,7576232.1245,29.6212,10.9003
8.4636,1.4552,0.4667,0.5775,1345722.8073,25.0374,11.4269,0.4667,0.5843,5633375.385,29.6621,14.5634,0.4636,0.588,8012600.8619,27.3015,10.8159
7.161,1.4082,0.476,0.5748,1398348.954,26.1302,31.1693,0.476,0.5801,4654660.4831,30.0733,37.7953,0.4675,0.5841,7176251.1795,27.2097,22.9641
9.4651,1.4256,0.4716,0.5759,1420764.4171,26.5459,14.4734,0.4716,0.5813,4801753.4054,30.3309,17.2959,0.4617,0.5852,7257157.8873,29.4624,11.2308
7.0401,1.5803,0.4842,0.585,1412336.81,26.9899,16.9233,0.4842,0.5911,5387523.3933,30.0902,19.185,0.4774,0.5945,7700908.9304,29.1234,13.1587
7.8134,1.4027,0.4568,0.5745,1393183.0904,26.4232,14.2868,0.4568,0.5805,5063696.2474,30.7098,17.6016,0.4528,0.5846,7700525.1001,28.8179,13.1618
8.1956,1.4308,0.466,0.5761,1368384.7033,26.2312,15.0657,0.466,0.582,5051414.9564,31.6025,19.6861,0.4578,0.5858,7491562.2334,29.7164,12.7136
8.7351,1.4636,0.4891,0.5784,1568998.1047,27.616,26.8447,0.4891,0.585,5783593.5128,31.7272,31.411,0.4789,0.5885,8060880.4467,27.2774,16.5704
7.1897,1.411,0.4589,0.575,1381658.9958,27.3831,18.5224,0.4589,0.5812,5230210.1302,28.4086,18.5885,0.4558,0.5849,7628128.1807,28.8802,16.5109
7.8211,1.4322,0.4845,0.5762,1356861.3116,25.4964,29.0991,0.4845,0.5828,5480438.0322,30.9177,38.0253,0.478,0.5861,7597848.2904,28.4612,25.7893
11.1162,1.409,0.4771,0.5752,1621128.0378,25.0349,12.2027,0.4771,0.5815,5490762.9532,31.3514,17.0673,0.4689,0.5849,7662768.9108,27.8902,10.3141
7.1224,1.5538,0.4831,0.5835,1459095.1199,27.5467,19.5096,0.4831,0.5901,5771038.995,30.8477,22.0721,0.4795,0.5937,8149623.5676,28.7483,16.3777
8.3831,1.4071,0.4604,0.5746,1300013.1259,25.2365,12.6175,0.4604,0.5804,4904710.5555,28.9262,15.3227,0.4569,0.5839,7123134.5921,27.2126,11.7158
7.7185,1.4389,0.4555,0.5767,1461323.9198,26.1238,10.8288,0.4555,0.5825,5057219.3257,31.6048,14.3525,0.4527,0.5864,7575104.1382,29.2135,10.8593
9.7521,1.4644,0.4769,0.5779,1226278.1998,27.3856,14.0039,0.4769,0.5845,5422221.7044,31.4344,16.5201,0.4742,0.5884,7916024.2931,29.1038,12.653
8.9548,1.4737,0.4838,0.5787,1411612.2123,27.9959,20.8117,0.4838,0.5843,4920727.2682,29.2541,21.0541,0.475,0.5884,7610113.9057,27.9777,13.7263
8.7699,1.4261,0.4841,0.5757,1291770.2883,25.1314,22.9354,0.4841,0.5814,4800847.5509,29.7659,29.2374,0.4772,0.5848,6963863.4378,28.8039,21.2884
7.4838,1.4353,0.4811,0.5765,1416826.632,25.3287,27.5699,0.4811,0.5817,4686896.0941,30.8668,37.0702,0.4771,0.5854,7021249.1175,28.7354,27.6272
11.7256,1.4211,0.4766,0.5756,1403680.9125,26.5594,11.4349,0.4766,0.5813,4956356.0423,28.3814,12.0884,0.4714,0.5846,7036197.2552,29.9387,10.7911
8.9407,1.4202,0.4687,0.5753,1286242.8539,25.3124,13.8,0.4687,0.5819,5342256.3622,31.5104,19.0752,0.4625,0.5855,7670132.4218,27.851,11.989
8.0212,1.5267,0.4779,0.5818,1349537.0111,26.4466,13.8416,0.4779,0.5887,5823387.7921,31.6613,17.6189,0.4713,0.5916,7766723.2547,28.3644,10.9307
9.0687,1.422,0.463,0.5756,1379202.5175,25.528,11.0702,0.463,0.5829,5897032.4812,29.1356,13.1135,0.4592,0.5868,8433148.1408,28.5616,10.6406
10.323,1.4611,0.4822,0.578,1452309.0729,27.7255,15.5654,0.4822,0.5835,4872849.4902,30.545,17.2933,0.4754,0.587,7114775.1802,29.5878,12.528
10.6109,1.4831,0.4815,0.5794,1484370.6953,27.8082,12.8459,0.4815,0.5855,5387614.9783,31.0156,14.4654,0.4783,0.5895,7995466.7411,28.4407,10.6621
7.2625,1.4508,0.4749,0.5773,1390360.5636,25.1223,21.5082,0.4749,0.5839,5524710.5819,29.8323,27.436,0.4718,0.5874,7781763.5344,28.3095,21.6741
11.1215,1.4023,0.4751,0.5744,1370798.9685,26.1064,12.9314,0.4751,0.581,5418980.6443,28.5813,14.173,0.4726,0.5849,7936731.7463,27.0203,11.2843
9.2452,1.417,0.4837,0.5754,1425309.6017,26.6518,23.8699,0.4837,0.5806,4677331.3527,29.2666,26.5007,0.4797,0.5843,7002584.1313,29.0424,22.0653
7.0493,1.4571,0.4695,0.5776,1300133.4836,27.7584,22.0108,0.4695,0.5834,4945338.0619,30.031,23.7581,0.4666,0.5868,7180013.8354,27.7734,17.978
8.4054,1.4984,0.477,0.5802,1432670.5314,27.5807,15.6515,0.477,0.5855,4778195.1193,29.7221,16.8552,0.4742,0.5894,7375553.6651,27.0009,12.2925
9.7889,1.4046,0.4837,0.5747,1461638.0012,26.7246,22.6925,0.4837,0.5811,5431940.5919,30.3098,26.2423,0.4737,0.5851,7983041.9763,29.6655,17.6124
8.77,1.4324,0.4853,0.5763,1445537.9534,26.1844,24.9945,0.4853,0.5823,5137255.5354,28.9222,27.8728,0.4765,0.5857,7350110.6738,29.2486,20.5573
7.4862,1.4358,0.4597,0.5763,1276291.7509,26.7735,14.4893,0.4597,0.583,5500875.5261,28.0512,14.746,0.4527,0.5867,7870011.3478,27.8663,10.7926
8.0239,1.469,0.4674,0.5785,1436469.3645,25.3579,12.2686,0.4674,0.5848,5435308.1859,30.6393,16.1975,0.4592,0.5885,7857268.5229,29.4295,10.6467
7.866,1.4132,0.4626,0.5749,1263103.111,27.878,18.0792,0.4626,0.5809,4958494.2524,31.4777,20.9623,0.4594,0.5844,7210235.7879,29.9598,16.6444
8.5201,1.4178,0.4753,0.5753,1321657.4815,25.4769,19.4684,0.4753,0.5826,5859000.521,30.0441,24.2204,0.4692,0.5864,8302835.5772,29.061,17.9977
11.8892,1.4325,0.4854,0.5762,1375906.8656,25.5897,13.052,0.4854,0.5822,5122802.0056,30.6365,16.7842,0.4776,0.5865,7838218.0367,29.8363,11.867
7.7135,1.4817,0.4796,0.5792,1443671.0896,25.6191,19.6128,0.4796,0.5851,5171942.297,30.967,25.8068,0.4735,0.5882,7195516.4072,27.3223,16.1229
9.267,1.506,0.4847,0.5804,1293438.2804,26.3976,15.0802,0.4847,0.587,5478806.7419,31.2007,18.7833,0.4768,0.5898,7373088.3536,27.2784,10.8239
8.7119,1.4417,0.4752,0.577,1547586.1644,27.8991,19.3251,0.4752,0.5842,6016246.7923,28.361,18.3769,0.4681,0.5873,8055296.4852,28.7584,14.2854
8.5424,1.5015,0.4739,0.5804,1444749.276,26.5878,12.38,0.4739,0.5857,4830879.4821,28.5298,13.2956,0.4688,0.5892,7128063.0669,29.95,11.4716
8.3704,1.5581,0.48,0.5839,1506201.6837,25.164,10.2263,0.48,0.589,4858922.6683,28.7558,12.3971,0.4752,0.592,6883645.1063,29.0143,10.0046
8.621,1.5239,0.4827,0.5817,1444155.0966,25.8228,13.9848,0.4827,0.5878,5381393.6839,31.735,18.8195,0.4742,0.5919,8084789.1254,27.4956,10.1822
7.9929,1.4932,0.4826,0.5798,1388153.1523,25.8754,19.4772,0.4826,0.5856,5048467.0561,30.6649,24.727,0.4781,0.589,7299134.9947,28.5857,17.9484
